Site,Sample_type,Species,Hybrid,Elevation_ft,Elevation_m,Longitude,Latitude,Sample,Dup_ID,Unique_ID,Sample_Date,Sampling_time,Process_Date,Process_time,Leaf_thickness,ACI,Leaf_toughness,LMA(mg),ImageJ_1,ImageJ_2,Leaf_lobe_index,Habitat,Notes,Notes2
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,3,,BHEB_G003,4/22/2022,10:50:00 AM,4/23/2022,12:56:00 PM,370,4.4,0.3,0.2,881947,1027989,0.142065722,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,3,,BHEB_G003,4/22/2022,10:50:00 AM,4/23/2022,12:56:00 PM,500,4.8,0.37,0.3,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,3,,BHEB_G003,4/22/2022,10:50:00 AM,4/23/2022,12:56:00 PM,455,4.4,0.37,0.1,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,4,,BHEB_G004,4/22/2022,10:50:00 AM,4/23/2022,1:01:00 PM,375,2.8,0.14,0.1,750150,800454,0.062844336,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,4,,BHEB_G004,4/22/2022,10:50:00 AM,4/23/2022,1:01:00 PM,415,2.4,0.17,0.2,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,4,,BHEB_G004,4/22/2022,10:50:00 AM,4/23/2022,1:01:00 PM,455,2.9,0.19,0.1,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,5,,BHEB_G005,4/22/2022,10:50:00 AM,4/23/2022,1:06:00 PM,485,4.9,0.25,0.4,1517303,1709165,0.112254814,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,5,,BHEB_G005,4/22/2022,10:50:00 AM,4/23/2022,1:06:00 PM,510,4.9,0.41,0.4,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,5,,BHEB_G005,4/22/2022,10:50:00 AM,4/23/2022,1:06:00 PM,454,4.3,0.29,0.4,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,6,,BHEB_G006,4/22/2022,10:50:00 AM,4/23/2022,1:14:00 PM,710,4.3,0.33,0.2,1137771,1353280,0.159249379,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,6,,BHEB_G006,4/22/2022,10:50:00 AM,4/23/2022,1:14:00 PM,365,5.4,0.34,0.3,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,6,,BHEB_G006,4/22/2022,10:50:00 AM,4/23/2022,1:14:00 PM,415,5.5,0.33,0.2,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,7,,BHEB_G007,4/22/2022,10:50:00 AM,4/23/2022,1:20:00 PM,440,3.5,0.33,0.3,503275,561053,0.102981358,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,7,,BHEB_G007,4/22/2022,10:50:00 AM,4/23/2022,1:20:00 PM,345,3.2,0.32,0.3,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,7,,BHEB_G007,4/22/2022,10:50:00 AM,4/23/2022,1:20:00 PM,252,3.4,0.29,0.3,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,8,,BHEB_G008,4/22/2022,10:50:00 AM,4/23/2022,1:26:00 PM,550,4.4,0.38,0.2,1720237,1879375,0.084676023,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,8,,BHEB_G008,4/22/2022,10:50:00 AM,4/23/2022,1:26:00 PM,445,4.9,0.44,0.3,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,8,,BHEB_G008,4/22/2022,10:50:00 AM,4/23/2022,1:26:00 PM,422,4.5,0.33,0.2,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,9,,BHEB_G009,4/22/2022,10:50:00 AM,4/23/2022,1:33:00 PM,242,5.5,0.33,0.2,327806,369734,0.113400445,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,9,,BHEB_G009,4/22/2022,10:50:00 AM,4/23/2022,1:33:00 PM,270,4.6,0.23,0.3,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,9,,BHEB_G009,4/22/2022,10:50:00 AM,4/23/2022,1:33:00 PM,440,5,0.35,0.3,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,10,,BHEB_G010,4/22/2022,10:50:00 AM,4/23/2022,1:38:00 PM,270,3.8,0.39,0.2,282659,315369,0.10371977,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,10,,BHEB_G010,4/22/2022,10:50:00 AM,4/23/2022,1:38:00 PM,290,3,0.36,0.4,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,10,,BHEB_G010,4/22/2022,10:50:00 AM,4/23/2022,1:38:00 PM,455,4.1,0.33,0.3,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,1,,BHEB_N001,4/22/2022,10:50:00 AM,4/23/2022,1:47:00 PM,605,8.7,0.34,0.4,531203,618399,0.141002815,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,1,,BHEB_N001,4/22/2022,10:50:00 AM,4/23/2022,1:47:00 PM,705,6.9,0.55,0.6,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,1,,BHEB_N001,4/22/2022,10:50:00 AM,4/23/2022,1:47:00 PM,550,7.6,0.37,0.5,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,2,,BHEB_N002,4/22/2022,10:50:00 AM,4/23/2022,1:52:00 PM,430,7.6,0.33,0.3,631175,749919,0.158342434,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,2,,BHEB_N002,4/22/2022,10:50:00 AM,4/23/2022,1:52:00 PM,554,7.3,0.44,0.4,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,2,,BHEB_N002,4/22/2022,10:50:00 AM,4/23/2022,1:52:00 PM,537,5.7,0.48,0.3,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,3,,BHEB_N003,4/22/2022,10:50:00 AM,4/23/2022,1:56:00 PM,495,3.4,0.58,0.4,639298,691993,0.076149614,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,3,,BHEB_N003,4/22/2022,10:50:00 AM,4/23/2022,1:56:00 PM,381,3.8,0.53,0.5,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,3,,BHEB_N003,4/22/2022,10:50:00 AM,4/23/2022,1:56:00 PM,550,4.6,0.52,0.5,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,4,,BHEB_N004,4/22/2022,10:50:00 AM,4/23/2022,2:03:00 PM,500,14.8,0.45,0.6,768063,835234,0.080421774,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,4,,BHEB_N004,4/22/2022,10:50:00 AM,4/23/2022,2:03:00 PM,489,22.1,0.47,0.6,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,4,,BHEB_N004,4/22/2022,10:50:00 AM,4/23/2022,2:03:00 PM,556,15.1,0.45,0.5,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,5,,BHEB_N005,4/22/2022,10:50:00 AM,4/23/2022,2:07:00 PM,704,19,0.25,0.5,893027,952347,0.062288221,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,5,,BHEB_N005,4/22/2022,10:50:00 AM,4/23/2022,2:07:00 PM,624,11.4,0.43,0.4,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,5,,BHEB_N005,4/22/2022,10:50:00 AM,4/23/2022,2:07:00 PM,570,18.7,0.48,0.3,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,6,,BHEB_N006,4/22/2022,10:50:00 AM,4/23/2022,2:14:00 PM,535,11.1,0.47,0.4,957351,1081142,0.114500223,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,6,,BHEB_N006,4/22/2022,10:50:00 AM,4/23/2022,2:14:00 PM,680,5.4,0.48,0.4,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,6,,BHEB_N006,4/22/2022,10:50:00 AM,4/23/2022,2:14:00 PM,670,7.8,0.64,0.4,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,7,,BHEB_N007,4/22/2022,10:50:00 AM,4/23/2022,2:20:00 PM,570,30.5,0.47,0.4,314629,335095,0.061075217,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,7,,BHEB_N007,4/22/2022,10:50:00 AM,4/23/2022,2:20:00 PM,405,17.7,0.45,0.3,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,7,,BHEB_N007,4/22/2022,10:50:00 AM,4/23/2022,2:20:00 PM,384,15.2,0.44,0.6,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,8,BHEB_N8_#2,BHEB_N008,4/22/2022,10:50:00 AM,4/23/2022,2:28:00 PM,510,4,0.32,0.3,853016,942457,0.094901942,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,8,BHEB_N8_#2,BHEB_N008,4/22/2022,10:50:00 AM,4/23/2022,2:28:00 PM,427,5.8,0.19,0.2,,,,,,
BHEB,sample,M. nasutus,,3967,1209,-119.393233,37.053544,8,BHEB_N8_#2,BHEB_N008,4/22/2022,10:50:00 AM,4/23/2022,2:28:00 PM,433,5.3,0.17,0.3,,,,,,
BHEB,sample,M. nasutus,,3967,1124,-119.393233,37.053544,8,,BHEB_N208,4/22/2022,10:50:00 AM,4/23/2022,2:28:00 PM,510,4,0.32,0.3,853016,942457,0.094901942,,,
BHEB,sample,M. nasutus,,3967,1124,-119.393233,37.053544,8,,BHEB_N208,4/22/2022,10:50:00 AM,4/23/2022,2:28:00 PM,427,5.8,0.19,0.2,,,,,,
BHEB,sample,M. nasutus,,3967,1124,-119.393233,37.053544,8,,BHEB_N208,4/22/2022,10:50:00 AM,4/23/2022,2:28:00 PM,433,5.3,0.17,0.3,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,1,,AGFB_N001,4/22/2022,,4/23/2022,12:41:00 PM,350,4.6,0.28,0.2,78800,90411,0.128424639,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,1,,AGFB_N001,4/22/2022,,4/23/2022,12:41:00 PM,322,4.1,0.25,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,1,,AGFB_N001,4/22/2022,,4/23/2022,12:41:00 PM,260,4.5,0.22,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,2,,AGFB_N002,4/22/2022,,4/23/2022,2:45:00 PM,260,2.5,0.25,0.1,71395,82650,0.136176649,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,2,,AGFB_N002,4/22/2022,,4/23/2022,2:45:00 PM,430,2.6,0.21,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,2,,AGFB_N002,4/22/2022,,4/23/2022,2:45:00 PM,385,6,0.23,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,3,,AGFB_N003,4/22/2022,,4/23/2022,2:53:00 PM,462,4.2,0.28,0.2,117550,140416,0.16284469,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,3,,AGFB_N003,4/22/2022,,4/23/2022,2:53:00 PM,385,3.6,0.22,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,3,,AGFB_N003,4/22/2022,,4/23/2022,2:53:00 PM,377,3.6,0.19,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,4,,AGFB_N004,4/22/2022,,4/23/2022,2:58:00 PM,320,2.5,,0.2,50688,59113,0.142523641,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,4,,AGFB_N004,4/22/2022,,4/23/2022,2:58:00 PM,255,2.2,,,,,,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,4,,AGFB_N004,4/22/2022,,4/23/2022,2:58:00 PM,270,2.3,,,,,,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,5,,AGFB_N005,4/22/2022,,4/23/2022,3:04:00 PM,335,4.7,0.23,0.2,96517,114923,0.160159411,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,5,,AGFB_N005,4/22/2022,,4/23/2022,3:04:00 PM,245,3.5,0.29,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,5,,AGFB_N005,4/22/2022,,4/23/2022,3:04:00 PM,300,2.1,0.22,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,6,,AGFB_N006,4/22/2022,,4/23/2022,3:09:00 PM,275,7.5,0.24,0.1,157525,181746,0.133268408,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,6,,AGFB_N006,4/22/2022,,4/23/2022,3:09:00 PM,384,4,0.26,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,6,,AGFB_N006,4/22/2022,,4/23/2022,3:09:00 PM,293,3.6,0.22,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,7,,AGFB_N007,4/22/2022,,4/23/2022,3:13:00 PM,290,2.2,,0.1,108339,125342,0.135652854,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,7,,AGFB_N007,4/22/2022,,4/23/2022,3:13:00 PM,250,2.2,,,,,,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,7,,AGFB_N007,4/22/2022,,4/23/2022,3:13:00 PM,310,2.8,,,,,,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,8,,AGFB_N008,4/22/2022,,4/23/2022,3:17:00 PM,320,5.4,,0.2,75795,87171,0.130502117,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,8,,AGFB_N008,4/22/2022,,4/23/2022,3:17:00 PM,370,3.8,,,,,,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,8,,AGFB_N008,4/22/2022,,4/23/2022,3:17:00 PM,330,3.4,,,,,,,Too small,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,9,,AGFB_N009,4/22/2022,,4/23/2022,3:22:00 PM,330,4.1,0.27,0.2,63919,83220,0.231927421,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,9,,AGFB_N009,4/22/2022,,4/23/2022,3:22:00 PM,315,2.9,0.29,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,9,,AGFB_N009,4/22/2022,,4/23/2022,3:22:00 PM,310,4.7,0.25,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,10,,AGFB_N010,4/22/2022,,4/23/2022,3:28:00 PM,290,3,0.31,0.3,102016,126053,0.190689631,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,10,,AGFB_N010,4/22/2022,,4/23/2022,3:28:00 PM,415,3.6,0.23,,,,,,,
AGFB,sample,M. nasutus,,3688,1124,-119.570677,37.33823,10,,AGFB_N010,4/22/2022,,4/23/2022,3:28:00 PM,280,4,0.29,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,1,,AGFB_L001,4/22/2022,,4/23/2022,3:48:00 PM,295,3.2,0.34,,398988,767801,0.480349726,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,1,,AGFB_L001,4/22/2022,,4/23/2022,3:48:00 PM,340,2.4,0.3,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,1,,AGFB_L001,4/22/2022,,4/23/2022,3:48:00 PM,330,2.7,0.3,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,2,,AGFB_L002,4/22/2022,,4/23/2022,3:57:00 PM,229,1.6,0.19,,170388,258056,0.339724711,,,SHADOW MINOR
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,2,,AGFB_L002,4/22/2022,,4/23/2022,3:57:00 PM,237,1.2,0.21,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,2,,AGFB_L002,4/22/2022,,4/23/2022,3:57:00 PM,232,2.4,0.17,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,3,,AGFB_L003,4/22/2022,,4/23/2022,4:03:00 PM,290,2.6,0.27,,181525,292548,0.379503534,,,MINOR SHADOW
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,3,,AGFB_L003,4/22/2022,,4/23/2022,4:03:00 PM,320,2.7,0.27,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,3,,AGFB_L003,4/22/2022,,4/23/2022,4:03:00 PM,287,2.5,0.28,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,4,,AGFB_L004,4/22/2022,,4/23/2022,4:11:00 PM,305,2.2,0.29,,113955,154963,0.264630912,,,SMALL SHADOW
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,4,,AGFB_L004,4/22/2022,,4/23/2022,4:11:00 PM,320,1.8,0.27,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,4,,AGFB_L004,4/22/2022,,4/23/2022,4:11:00 PM,325,1.4,0.25,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,5,,AGFB_L005,4/22/2022,,4/23/2022,4:17:00 PM,260,1.7,0.24,,231452,476635,0.514404104,,,SMALLER SHADOW
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,5,,AGFB_L005,4/22/2022,,4/23/2022,4:17:00 PM,297,1.9,0.24,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,5,,AGFB_L005,4/22/2022,,4/23/2022,4:17:00 PM,225,2,0.22,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,6,,AGFB_L006,4/22/2022,,4/23/2022,4:24:00 PM,215,1.8,0.18,,96322,203685,0.527103125,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,6,,AGFB_L006,4/22/2022,,4/23/2022,4:24:00 PM,214,1.5,0.21,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,6,,AGFB_L006,4/22/2022,,4/23/2022,4:24:00 PM,222,1.5,0.21,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,7,,AGFB_L007,4/22/2022,,4/23/2022,4:32:00 PM,257,3.2,0.36,0.5,233738,295368,0.208654966,,,BIG SHADOW PROBLEM
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,7,,AGFB_L007,4/22/2022,,4/23/2022,4:32:00 PM,380,1.5,0.34,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,7,,AGFB_L007,4/22/2022,,4/23/2022,4:32:00 PM,325,1.7,0.31,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,8,,AGFB_L008,4/22/2022,,4/23/2022,4:40:00 PM,320,1.7,0.21,,98569,166229,0.407028858,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,8,,AGFB_L008,4/22/2022,,4/23/2022,4:40:00 PM,280,2.1,0.23,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,8,,AGFB_L008,4/22/2022,,4/23/2022,4:40:00 PM,231,1.9,0.25,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,9,,AGFB_L009,4/22/2022,,4/23/2022,4:48:00 PM,304,2.2,0.25,,66523,117327,0.433012009,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,9,,AGFB_L009,4/22/2022,,4/23/2022,4:48:00 PM,245,2.1,0.24,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,9,,AGFB_L009,4/22/2022,,4/23/2022,4:48:00 PM,260,1.8,0.18,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,10,,AGFB_L010,4/22/2022,,4/23/2022,4:54:00 PM,263,1.9,0.22,,193921,322675,0.399020686,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,10,,AGFB_L010,4/22/2022,,4/23/2022,4:54:00 PM,243,1.8,0.2,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,10,,AGFB_L010,4/22/2022,,4/23/2022,4:54:00 PM,262,1.7,0.21,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,11,,AGFB_L011,4/22/2022,,4/23/2022,4:59:00 PM,337,2.9,0.26,,124027,194156,0.361199242,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,11,,AGFB_L011,4/22/2022,,4/23/2022,4:59:00 PM,301,2.4,0.26,,,,,,,
AGFB,sample,M. laciniatus,,3688,1124,-119.570677,37.33823,11,,AGFB_L011,4/22/2022,,4/23/2022,4:59:00 PM,268,1.8,0.22,,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,1,,TRTZ_L001,5/2/2022,,5/3/2022,9:37:00 AM,415,3.7,0.25,0.4,344360,616011,0.440984008,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,1,,TRTZ_L001,5/2/2022,,5/3/2022,9:37:00 AM,318,3.7,0.2,0.5,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,1,,TRTZ_L001,5/2/2022,,5/3/2022,9:37:00 AM,441,4,0.2,0.3,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,2,,TRTZ_L002,5/2/2022,,5/3/2022,9:56:00 AM,344,6.6,0.24,0.3,176368,281320,0.373069814,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,2,,TRTZ_L002,5/2/2022,,5/3/2022,9:56:00 AM,405,2.6,0.22,0.6,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,2,,TRTZ_L002,5/2/2022,,5/3/2022,9:56:00 AM,336,3.7,0.27,0.3,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,3,,TRTZ_L003,5/2/2022,,5/3/2022,10:03:00 AM,417,3.6,0.33,0.6,341775,674782,0.493503087,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,3,,TRTZ_L003,5/2/2022,,5/3/2022,10:03:00 AM,355,2.5,0.32,0.6,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,3,,TRTZ_L003,5/2/2022,,5/3/2022,10:03:00 AM,320,3.9,0.28,0.6,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,4,,TRTZ_L004,5/2/2022,,5/3/2022,10:09:00 AM,396,6.1,0.32,0.6,238776,567641,0.579353852,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,4,,TRTZ_L004,5/2/2022,,5/3/2022,10:09:00 AM,527,5.6,0.32,0.8,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,4,,TRTZ_L004,5/2/2022,,5/3/2022,10:09:00 AM,530,5.6,0.32,0.5,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,5,,TRTZ_L005,5/2/2022,,5/3/2022,10:15:00 AM,186,2.6,0.09,0.2,337969,839882,0.597599425,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,5,,TRTZ_L005,5/2/2022,,5/3/2022,10:15:00 AM,267,2.6,0.1,0.1,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,5,,TRTZ_L005,5/2/2022,,5/3/2022,10:15:00 AM,296,2.4,0.13,,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,6,,TRTZ_L006,5/2/2022,,5/3/2022,10:20:00 AM,470,3.8,0.32,0.6,171218,440295,0.611128902,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,6,,TRTZ_L006,5/2/2022,,5/3/2022,10:20:00 AM,555,5,0.24,0.5,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,6,,TRTZ_L006,5/2/2022,,5/3/2022,10:20:00 AM,555,3.9,0.27,0.6,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,7,,TRTZ_L007,5/2/2022,,5/3/2022,10:26:00 AM,473,7.5,0.28,0.6,87034,171841,0.493520173,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,7,,TRTZ_L007,5/2/2022,,5/3/2022,10:26:00 AM,470,7.3,0.31,0.6,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,7,,TRTZ_L007,5/2/2022,,5/3/2022,10:26:00 AM,556,4.6,0.26,,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,8,,TRTZ_L008,5/2/2022,,5/3/2022,10:32:00 AM,520,2.7,0.32,0.8,97732,226523,0.568555952,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,8,,TRTZ_L008,5/2/2022,,5/3/2022,10:32:00 AM,455,6.3,0.29,0.8,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,8,,TRTZ_L008,5/2/2022,,5/3/2022,10:32:00 AM,602,4.4,0.37,0.8,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,9,,TRTZ_L009,5/2/2022,,5/3/2022,10:37:00 AM,385,3.2,0.23,0.5,138077,230920,0.402056989,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,9,,TRTZ_L009,5/2/2022,,5/3/2022,10:37:00 AM,355,3.8,0.23,0.5,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,9,,TRTZ_L009,5/2/2022,,5/3/2022,10:37:00 AM,378,3.9,0.21,0.4,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,10,,TRTZ_L010,5/2/2022,,5/3/2022,10:41:00 AM,468,4,0.21,0.5,93967,144137,0.348071626,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,10,,TRTZ_L010,5/2/2022,,5/3/2022,10:41:00 AM,470,3.6,0.27,0.5,,,,,,
TRTZ,sample,M. laciniatus,,4875,1486,-119.70531698,37.71609798,10,,TRTZ_L010,5/2/2022,,5/3/2022,10:41:00 AM,485,3.1,0.18,,,,,,,
TWGB,sample,M. guttatus,,4793,1238,-119.951305,37.85882,1,,TWGB_G001,5/2/2022,,5/3/2022,10:56:00 AM,431,2.7,0.32,0.4,460801,512794,0.101391592,,,
TWGB,sample,M. guttatus,,4793,1238,-119.951305,37.85882,1,,TWGB_G001,5/2/2022,,5/3/2022,10:56:00 AM,285,2.9,0.35,0.4,,,,,,
