Site,Sample_type,Species,Hybrid,Elevation_ft,Elevation_m,Longitude,Latitude,Sample,Dup_ID,Unique_ID,Sample_Date,Sampling_time,Process_Date,Process_time,Leaf_thickness,ACI,Leaf_toughness,LMA(mg),ImageJ_1,ImageJ_2,Leaf_lobe_index,Habitat,Notes,Notes2
TRTB,sample,M. laciniatus,,5158,1572,-119.710152,37.700419,1,,TRTB_L001,5/3/2021,10:44:00 AM,5/3/2021,8:49:00 PM,410,12.2,0.29,0.7,4905717,4908648,0.000597109,,,
TRTB,sample,M. laciniatus,,5158,1572,-119.710152,37.700419,1,,TRTB_L001,5/3/2021,10:44:00 AM,5/3/2021,9:49:00 PM,620,12.2,0.46,0.4,,,,,,
TRTB,sample,M. laciniatus,,5158,1572,-119.710152,37.700419,1,,TRTB_L001,5/3/2021,10:44:00 AM,5/3/2021,10:49:00 PM,705,12.2,0.33,0.6,,,,,,
FVWB,sample,M. guttatus,,5766,1757,-119.702719,37.698587,1,,FVWB_G001,5/3/2021,2:04:00 PM,5/3/2021,11:49:00 PM,320,6.1,0.32,0.5,293186,308689,0.050222068,,,
FVWB,sample,M. guttatus,,5766,1757,-119.702719,37.698587,1,,FVWB_G001,5/3/2021,2:04:00 PM,5/3/2021,12:49:00 AM,315,6.1,0.33,0.5,,,,,,
FVWB,sample,M. guttatus,,5766,1757,-119.702719,37.698587,1,,FVWB_G001,5/3/2021,2:04:00 PM,5/3/2021,1:49:00 AM,342,6.1,0.3,0.8,,,,,,
FVWB,sample,M. guttatus,,5766,1757,-119.702719,37.698587,2,,FVWB_G002,,,,,,,,,131604,145131,0.093205449,,,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,1,,BMLZ_G001,5/5/2021,11:33:00 AM,5/6/2021,9:37:00 PM,410,5,0.63,0.3,483020,586252,0.176088099,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,1,,BMLZ_G001,5/5/2021,11:33:00 AM,5/6/2021,9:37:00 PM,300,4,0.4,0.3,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,1,,BMLZ_G001,5/5/2021,11:33:00 AM,5/6/2021,9:37:00 PM,355,4.8,0.62,0.4,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,2,,BMLZ_G002,5/5/2021,11:35:00 AM,5/6/2021,9:40:00 PM,420,3.9,0.58,0.7,933840,1020695,0.08509398,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,2,,BMLZ_G002,5/5/2021,11:35:00 AM,5/6/2021,9:40:00 PM,330,4.4,0.27,1.1,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,2,,BMLZ_G002,5/5/2021,11:35:00 AM,5/6/2021,9:40:00 PM,290,6.6,0.59,0.5,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,3,,BMLZ_G003,5/5/2021,11:35:00 AM,5/6/2021,9:44:00 PM,340,5.1,0.72,0.7,356347,381527,0.06599795,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,3,,BMLZ_G003,5/5/2021,11:35:00 AM,5/6/2021,9:44:00 PM,380,5.3,0.46,0.7,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,3,,BMLZ_G003,5/5/2021,11:35:00 AM,5/6/2021,9:44:00 PM,270,5.3,0.58,0.5,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,4,,BMLZ_G004,5/5/2021,11:40:00 AM,5/6/2021,9:47:00 PM,355,4.6,0.32,0.7,1498054,1629691,0.080774208,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,4,,BMLZ_G004,5/5/2021,11:40:00 AM,5/6/2021,9:47:00 PM,340,4.4,0.48,0.5,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,4,,BMLZ_G004,5/5/2021,11:40:00 AM,5/6/2021,9:47:00 PM,405,4.3,0.37,0.7,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,5,,BMLZ_G005,5/5/2021,11:45:00 AM,5/6/2021,9:49:00 PM,460,4,0.62,0.8,456220,506858,0.099905694,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,5,,BMLZ_G005,5/5/2021,11:45:00 AM,5/6/2021,9:49:00 PM,340,4.2,0.74,1,,,,,ACI measure at proccessing time.,
BMLZ,sample,M. guttatus,,5643,1730,-119.314015,37.090625,5,,BMLZ_G005,5/5/2021,11:45:00 AM,5/6/2021,9:49:00 PM,520,4.5,0.63,0.9,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,1,,SHLZ_G001,5/5/2021,12:39:00 PM,5/6/2021,9:54:00 PM,264,4.2,0.63,1.1,582646,621722,0.062851242,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,1,,SHLZ_G001,5/5/2021,12:39:00 PM,5/6/2021,9:54:00 PM,265,4.3,0.52,1.1,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,1,,SHLZ_G001,5/5/2021,12:39:00 PM,5/6/2021,9:54:00 PM,355,3.8,0.44,1.1,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,2,,SHLZ_G002,5/5/2021,12:40:00 PM,5/6/2021,9:57:00 PM,520,5.6,0.51,0.5,1298732,1407504,0.077280065,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,2,,SHLZ_G002,5/5/2021,12:40:00 PM,5/6/2021,9:57:00 PM,530,4.4,0.54,0.4,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,2,,SHLZ_G002,5/5/2021,12:40:00 PM,5/6/2021,9:57:00 PM,430,4.4,0.55,0.3,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,3,,SHLZ_G003,5/5/2021,12:45:00 PM,5/6/2021,10:00:00 PM,240,3,0.38,0.5,1703397,1808854,0.058300449,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,3,,SHLZ_G003,5/5/2021,12:45:00 PM,5/6/2021,10:00:00 PM,335,3,0.34,0.5,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,3,,SHLZ_G003,5/5/2021,12:45:00 PM,5/6/2021,10:00:00 PM,400,3.4,0.38,0.7,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,4,,SHLZ_G004,5/5/2021,12:50:00 PM,5/6/2021,10:03:00 PM,324,3.6,0.38,0.6,682923,720876,0.052648444,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,4,,SHLZ_G004,5/5/2021,12:50:00 PM,5/6/2021,10:03:00 PM,395,4.1,0.38,0.6,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,,5233,1595,-119.307426,37.145131,4,,SHLZ_G004,5/5/2021,12:50:00 PM,5/6/2021,10:03:00 PM,510,4,0.39,0.8,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,Y,5233,1595,-119.307426,37.145131,5,,SHLZ_G005,5/5/2021,1:00:00 PM,5/6/2021,10:07:00 PM,510,4.6,0.43,0.6,829159,1023402,0.189801271,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,Y,5233,1595,-119.307426,37.145131,5,,SHLZ_G005,5/5/2021,1:00:00 PM,5/6/2021,10:07:00 PM,430,4.6,0.46,0.5,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. guttatus,Y,5233,1595,-119.307426,37.145131,5,,SHLZ_G005,5/5/2021,1:00:00 PM,5/6/2021,10:07:00 PM,505,4.7,0.55,0.8,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,1,,SHLZ_L001,5/5/2021,1:00:00 PM,5/6/2021,10:31:00 PM,415,3.1,0.41,0.4,135431,181589,0.254189406,,ACI measure at proccessing time.,
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,1,,SHLZ_L001,5/5/2021,1:00:00 PM,5/6/2021,10:31:00 PM,415,2.4,0.34,,,,,,ACI measure at proccessing time.,
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,1,,SHLZ_L001,5/5/2021,1:00:00 PM,5/6/2021,10:31:00 PM,520,1.9,0.42,,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,2,,SHLZ_L002,5/5/2021,1:05:00 PM,5/6/2021,10:34:00 PM,440,4.1,0.34,0.8,1475924,4291857,0.65611063,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,2,,SHLZ_L002,5/5/2021,1:05:00 PM,5/6/2021,10:34:00 PM,348,5.5,0.32,0.6,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,2,,SHLZ_L002,5/5/2021,1:05:00 PM,5/6/2021,10:34:00 PM,380,1.5,0.35,,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,3,,SHLZ_L003,5/5/2021,1:05:00 PM,5/6/2021,10:36:00 PM,607,9,0.21,0.3,1301924,1720524,0.243297972,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,3,,SHLZ_L003,5/5/2021,1:05:00 PM,5/6/2021,10:36:00 PM,710,7.1,0.25,0.6,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,3,,SHLZ_L003,5/5/2021,1:05:00 PM,5/6/2021,10:36:00 PM,625,6.2,0.24,0.6,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,4,,SHLZ_L004,5/5/2021,1:10:00 PM,5/6/2021,10:40:00 PM,565,4.2,0.28,0.7,179113,200536,0.106828699,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,4,,SHLZ_L004,5/5/2021,1:10:00 PM,5/6/2021,10:40:00 PM,700,4.1,0.28,0.8,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,4,,SHLZ_L004,5/5/2021,1:10:00 PM,5/6/2021,10:40:00 PM,524,4.4,0.26,0.7,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,5,,SHLZ_L005,5/5/2021,1:15:00 PM,5/6/2021,10:43:00 PM,405,4.4,0.33,0.2,239689,275489,0.129950742,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,5,,SHLZ_L005,5/5/2021,1:15:00 PM,5/6/2021,10:43:00 PM,435,3.7,0.33,0.3,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
SHLZ,sample,M. laciniatus,,5233,1595,-119.307426,37.145131,5,,SHLZ_L005,5/5/2021,1:15:00 PM,5/6/2021,10:43:00 PM,462,2.4,0.21,0.6,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,1,,BMLZ_L001,5/5/2021,11:10:00 AM,5/6/2021,10:46:00 PM,258,3.2,0.32,0.5,291407,399990,0.271464287,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,1,,BMLZ_L001,5/5/2021,11:10:00 AM,5/6/2021,10:46:00 PM,279,3.2,0.25,1,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,1,,BMLZ_L001,5/5/2021,11:10:00 AM,5/6/2021,10:46:00 PM,247,2.9,0.3,0.8,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,2,,BMLZ_L002,5/5/2021,11:11:00 AM,5/6/2021,10:50:00 PM,290,4.3,0.34,0.6,147308,167372,0.119876682,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,2,,BMLZ_L002,5/5/2021,11:11:00 AM,5/6/2021,10:50:00 PM,305,3.1,0.3,,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,2,,BMLZ_L002,5/5/2021,11:11:00 AM,5/6/2021,10:50:00 PM,260,2.2,0.32,,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,3,,BMLZ_L003,5/5/2021,11:14:00 AM,5/6/2021,10:52:00 PM,255,2.2,0.25,0.4,128616,198566,0.352275818,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,3,,BMLZ_L003,5/5/2021,11:14:00 AM,5/6/2021,10:52:00 PM,220,1.8,0.34,,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,3,,BMLZ_L003,5/5/2021,11:14:00 AM,5/6/2021,10:52:00 PM,225,2.3,0.35,,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,4,,BMLZ_L004,5/5/2021,11:15:00 AM,5/6/2021,10:55:00 PM,385,5.1,0.23,0.5,135531,147598,0.08175585,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ","imagej had inverted colors (white leaf, black background)"
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,4,,BMLZ_L004,5/5/2021,11:15:00 AM,5/6/2021,10:55:00 PM,375,4,0.23,0.4,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,,5643,1730,-119.314015,37.090625,4,,BMLZ_L004,5/5/2021,11:15:00 AM,5/6/2021,10:55:00 PM,240,2.9,0.28,,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,Y,5643,1730,-119.314015,37.090625,5,,BMLZ_L005,5/5/2021,11:19:00 AM,5/6/2021,10:57:00 PM,240,4.7,0.25,0.6,241503,277180,0.128714193,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,Y,5643,1730,-119.314015,37.090625,5,,BMLZ_L005,5/5/2021,11:19:00 AM,5/6/2021,10:57:00 PM,340,4.9,0.22,0.8,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
BMLZ,sample,M. laciniatus,Y,5643,1730,-119.314015,37.090625,5,,BMLZ_L005,5/5/2021,11:19:00 AM,5/6/2021,10:57:00 PM,310,4.5,0.3,,,,,,"ACI measure at proccessing time. M. laciniatus samples did not fit the ACI gauge well, potential for error in reading. ",
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,1,,LYFB_G001,5/7/2021,4:40:00 PM,5/8/2021,11:15:00 AM,335,5.7,0.39,0.3,660262,683865,0.034514122,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,1,,LYFB_G001,5/7/2021,4:40:00 PM,5/8/2021,11:15:00 AM,305,6.6,0.35,0.1,,,,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,1,,LYFB_G001,5/7/2021,4:40:00 PM,5/8/2021,11:15:00 AM,437,6,0.39,0.2,,,,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,2,,LYFB_G002,5/7/2021,4:40:00 PM,5/8/2021,11:20:00 AM,520,4.2,0.54,0.2,988841,1044844,0.053599389,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,2,,LYFB_G002,5/7/2021,4:40:00 PM,5/8/2021,11:20:00 AM,360,5.1,0.37,0.3,,,,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,2,,LYFB_G002,5/7/2021,4:40:00 PM,5/8/2021,11:20:00 AM,405,6.4,0.61,0.4,,,,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,3,,LYFB_G003,5/7/2021,4:40:00 PM,5/8/2021,11:25:00 AM,550,5.6,0.62,0.1,1092210,1164549,0.062117609,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,3,,LYFB_G003,5/7/2021,4:40:00 PM,5/8/2021,11:25:00 AM,545,8.3,0.41,0.3,,,,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,3,,LYFB_G003,5/7/2021,4:40:00 PM,5/8/2021,11:25:00 AM,580,6.2,0.42,0.3,,,,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,4,,LYFB_G004,5/7/2021,4:40:00 PM,5/8/2021,11:30:00 AM,540,5.7,0.58,0.2,1093961,1162816,0.059214012,,Photo taken after leaf punches,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,4,,LYFB_G004,5/7/2021,4:40:00 PM,5/8/2021,11:30:00 AM,680,5.3,0.67,0.2,,,,,Photo taken after leaf punches,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,4,,LYFB_G004,5/7/2021,4:40:00 PM,5/8/2021,11:30:00 AM,430,5,0.46,0.3,,,,,Photo taken after leaf punches,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,5,,LYFB_G005,5/7/2021,4:40:00 PM,5/8/2021,11:38:00 AM,500,5.9,0.37,0.2,1259328,1340380,0.060469419,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,5,,LYFB_G005,5/7/2021,4:40:00 PM,5/8/2021,11:38:00 AM,550,4.6,0.5,0.3,,,,,,
LYFB,sample,M. guttatus,,5203,1565,-119.601395,37.748823,5,,LYFB_G005,5/7/2021,4:40:00 PM,5/8/2021,11:38:00 AM,420,6.1,0.5,0.4,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,1,,HUOB_G001,5/12/2021,2:00:00 PM,5/13/2021,11:18:00 AM,270,4.2,0.52,0.5,130522,164027,0.204265151,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,1,,HUOB_G001,5/12/2021,2:00:00 PM,5/13/2021,11:18:00 AM,300,4.6,0.36,0.5,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,1,,HUOB_G001,5/12/2021,2:00:00 PM,5/13/2021,11:18:00 AM,360,4.1,0.38,0.4,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,2,,HUOB_G002,5/12/2021,2:00:00 PM,5/13/2021,11:20:00 AM,500,6.2,4.2,0.6,235065,276330,0.14933232,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,2,,HUOB_G002,5/12/2021,2:00:00 PM,5/13/2021,11:20:00 AM,380,7.6,6,0.6,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,2,,HUOB_G002,5/12/2021,2:00:00 PM,5/13/2021,11:20:00 AM,500,7.2,0.45,0.9,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,3,,HUOB_G003,5/12/2021,2:00:00 PM,5/13/2021,11:30:00 AM,270,3.9,0.3,0.3,267134,331178,0.193382411,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,3,,HUOB_G003,5/12/2021,2:00:00 PM,5/13/2021,11:30:00 AM,380,4.3,0.29,0.4,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,3,,HUOB_G003,5/12/2021,2:00:00 PM,5/13/2021,11:30:00 AM,282,4.9,0.28,0.4,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,4,,HUOB_G004,5/12/2021,2:00:00 PM,5/13/2021,11:33:00 AM,290,5.5,0.42,0.6,90458,96204,0.059727246,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,4,,HUOB_G004,5/12/2021,2:00:00 PM,5/13/2021,11:33:00 AM,425,6.4,0.4,0.7,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,4,,HUOB_G004,5/12/2021,2:00:00 PM,5/13/2021,11:33:00 AM,320,4.7,0.44,0.6,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,5,,HUOB_G005,5/12/2021,2:00:00 PM,5/13/2021,11:36:00 AM,405,4,0.67,0.7,114060,141686,0.19498045,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,5,,HUOB_G005,5/12/2021,2:00:00 PM,5/13/2021,11:36:00 AM,340,3.9,0.58,0.8,,,,,,
HUOB,sample,M. guttatus,,6033,1851,-119.273507,37.150723,5,,HUOB_G005,5/12/2021,2:00:00 PM,5/13/2021,11:36:00 AM,335,4.3,0.51,0.7,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,1,,HUOB_N001,5/12/2021,2:00:00 PM,5/13/2021,11:35:00 AM,330,4.3,0.37,0.7,191716,240571,0.20307934,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,1,,HUOB_N001,5/12/2021,2:00:00 PM,5/13/2021,11:35:00 AM,490,3.8,0.46,0.7,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,1,,HUOB_N001,5/12/2021,2:00:00 PM,5/13/2021,11:35:00 AM,395,5.6,0.38,0.6,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,2,,HUOB_N002,5/12/2021,2:00:00 PM,5/13/2021,11:40:00 AM,320,6.1,0.45,0.5,270892,339751,0.2026749,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,2,,HUOB_N002,5/12/2021,2:00:00 PM,5/13/2021,11:40:00 AM,390,9,0.47,0.5,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,2,,HUOB_N002,5/12/2021,2:00:00 PM,5/13/2021,11:40:00 AM,310,7.2,0.32,0.8,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,3,,HUOB_N003,5/12/2021,2:00:00 PM,5/13/2021,11:43:00 AM,283,7.6,0.42,1,320334,385500,0.169042802,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,3,,HUOB_N003,5/12/2021,2:00:00 PM,5/13/2021,11:43:00 AM,365,6.3,0.39,0.8,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,3,,HUOB_N003,5/12/2021,2:00:00 PM,5/13/2021,11:43:00 AM,423,6.8,0.49,0.8,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,4,,HUOB_N004,5/12/2021,2:00:00 PM,5/13/2021,11:45:00 AM,360,6.6,0.42,0.8,326654,385908,0.153544368,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,4,,HUOB_N004,5/12/2021,2:00:00 PM,5/13/2021,11:45:00 AM,250,5.7,0.38,0.8,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,4,,HUOB_N004,5/12/2021,2:00:00 PM,5/13/2021,11:45:00 AM,320,6.2,0.28,0.7,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,5,,HUOB_N005,5/12/2021,2:00:00 PM,5/13/2021,11:49:00 AM,400,4.4,0.25,0.8,216492,264525,0.181582081,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,5,,HUOB_N005,5/12/2021,2:00:00 PM,5/13/2021,11:49:00 AM,505,6.2,0.32,0.6,,,,,,
HUOB,sample,M. nasutus,,6033,1851,-119.273507,37.150723,5,,HUOB_N005,5/12/2021,2:00:00 PM,5/13/2021,11:49:00 AM,455,6.5,0.33,0.7,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,1,,HULB_L001,6/2/2021,11:00:00 AM,6/3/2021,12:27:00 PM,343,4.1,0.31,0.2,316357,1232876,0.743399174,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,1,,HULB_L001,6/2/2021,11:00:00 AM,6/3/2021,12:27:00 PM,585,4.4,0.33,0.4,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,1,,HULB_L001,6/2/2021,11:00:00 AM,6/3/2021,12:27:00 PM,337,4.6,0.38,0.6,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,2,,HULB_L002,6/2/2021,11:00:00 AM,6/3/2021,12:34:00 PM,442,6.3,0.26,0.2,129891,334836,0.612075762,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,2,,HULB_L002,6/2/2021,11:00:00 AM,6/3/2021,12:34:00 PM,370,5,0.21,0.4,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,2,,HULB_L002,6/2/2021,11:00:00 AM,6/3/2021,12:34:00 PM,425,5.4,0.2,0.4,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,3,,HULB_L003,6/2/2021,11:00:00 AM,6/3/2021,12:36:00 PM,350,4.1,0.19,0.4,311128,701605,0.5565482,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,3,,HULB_L003,6/2/2021,11:00:00 AM,6/3/2021,12:36:00 PM,595,5.6,0.24,0.1,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,3,,HULB_L003,6/2/2021,11:00:00 AM,6/3/2021,12:36:00 PM,395,4,0.21,0.4,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,4,,HULB_L004,6/2/2021,11:00:00 AM,6/3/2021,12:38:00 PM,640,7.2,0.29,0.5,131950,422920,0.688002459,,,
